Hotel Name,Place,description,Condition,Rating,Total Reviews
Taj Traditional,Agra,"Situated in Agra, within 2.9 km of Taj Mahal and 7.9 km of Agra Cantonment, Taj Traditional features accommodation with a terrace and as well as free private parking for guests who drive.",Review score,6.3,7 reviews
Treebo Trend S G Grand,"Taj Ganj, Agra","Attractively situated in Agra, Treebo Trend S G Grand features air-conditioned rooms, a restaurant, free WiFi and a bar. This 3-star hotel offers room service and a 24-hour front desk.",Review score,5.3,89 reviews
Collection O Hotel City Star,"Taj Ganj, Agra","Conveniently located in Agra, Collection O Hotel City Star offers air-conditioned rooms, a shared lounge, free WiFi and a terrace. This 3-star hotel offers a shared kitchen and room service.",Review score,5.4,14 reviews
Tribal Hostel,"Taj Ganj, Agra","Set in Agra in the Uttar Pradesh region with Jaypee Convention Centre nearby, Tribal Hostel offers accommodation with free private parking. A fridge and kettle are also offered.",Review score,2,1 review
Hotel Sagar,"Taj Ganj, Agra","Offering a restaurant, Shree Balaji that serves Indian and Chinese delights, Hotel Sagar is located in Agra. Free WiFi access is available. Each room here will provide you with cable channels.",Review score,5.2,90 reviews
Hotel Star Of Taj By WB Inn,Agra,"Located within 2.3 km of Taj Mahal and 7.3 km of Agra Cantonment, Hotel Star Of Taj By WB Inn provides rooms in Agra.",,,
Hotel Big Bell by WB INN,Agra,Travel Sustainable property,,,
Neel Clarks Inn Express,"Taj Ganj, Agra","Attractively situated in the centre of Agra, Neel Clarks Inn Express features air-conditioned rooms with free WiFi, free private parking and room service.",Review score,5.5,2 reviews
Hotel Ganpati,Agra,"Situated in Agra, within 2.5 km of Taj Mahal and 7.6 km of Agra Cantonment, Hotel Ganpati features accommodation with a restaurant and as well as free private parking for guests who drive.",Review score,5.4,16 reviews
Hotel Raj Paradise by WB Inn,"Taj Ganj, Agra",Travel Sustainable property,Review score,5,1 review
Hotel Crimson Palace,Agra,Travel Sustainable property,Review score,5.8,4 reviews
City of One,Agra,"Within 5.7 km of Agra Cantonment and 1.3 km of Mankameshwar Temple, City of One provides free WiFi and a terrace. Set 5.5 km from Taj Mahal, the property offers a garden and free private parking.",,,
OYO Hotel Sai President,"Rakabganj, Agra","With 2.5 km away from the Agra Fort, hotel sai president is well enabled with a bar, a conference hall, and a banquet hall. The hotel rooms are fully air conditioned and WiFi enabled.",Review score,4.5,2 reviews
Hotel Ambika Palace,"Taj Ganj, Agra","Ideally set in the centre of Agra, Hotel Ambika Palace offers air-conditioned rooms with free private parking and room service.",,,
SPOT ON Om Hotel & Restaurant,Agra,"11 km from Taj Mahal, SPOT ON Om Hotel & Restaurant is located in Agra and provides air-conditioned rooms. This 3-star hotel offers room service, a 24-hour front desk and free WiFi.",,,
Hotel Urvan blu,"Taj Ganj, Agra","Attractively set in the centre of Agra, Hotel Urvan blu features air-conditioned rooms with free WiFi, free private parking and room service.",Review score,6.6,7 reviews
Toran Guest House By WB Inn,Agra,"Located within 7.8 km of Taj Mahal and 8.5 km of Agra Cantonment, Toran Guest House By WB Inn offers rooms in Agra.",,,
Hotel A S Palace & Restaurant By WB Inn,Agra,Hotel A S Palace & Restaurant By WB Inn provides rooms in Agra near Agra Fort Railway Station and Moti Masjid.,,,
Friends Home Stay - Agra,"Taj Ganj, Agra","Situated in Agra, 3.6 km from Taj Mahal and 4.1 km from Mehtab Bagh, Friends Home Stay - Agra offers free WiFi. Some units include a seating area and/or a terrace.",Very good,8.3,15 reviews
Nature Resort,Agra,"Nature Resort in Agra features a garden and a terrace. The accommodation offers a 24-hour front desk. It features free WiFi and parking, pets are allowed for free in the accommodation.",Review score,6.9,38 reviews
Hotel Regency By WB Inn,"Rakabganj, Agra",Travel Sustainable property,,,
Aarzoo Stays Agra,Agra,Travel Sustainable property,Review score,1,1 review
Hotel Mani Ram Palace,"Taj Ganj, Agra","Well located in Agra, Hotel Mani Ram Palace provides air-conditioned rooms with free WiFi, free private parking and room service.",,,
Taj traditional,Agra,"Located in Agra, 7.2 km from Agra Cantonment, Taj traditional provides accommodation with a garden, free private parking and a terrace.",Good,7,1 review
Hotel Taj Signature By WB Inn,Agra,Travel Sustainable property,,,
OYO Flagship 80834 Hotel Super Star,Agra,"Set within 6.6 km of Agra Cantonment and 11 km of Taj Mahal, OYO Flagship 80834 Hotel Super Star offers rooms with air conditioning and a private bathroom in Agra.",,,
OYO Hotel Rajni Guest House,"Taj Ganj, Agra","Set in Agra, 3.1 km from Taj Mahal, OYO Hotel Rajni Guest House offers air-conditioned rooms and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.",Review score,6,1 review
Hotel Apollo By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
D’ Seasons Hotels & Restaurant by WB Inn,"Taj Ganj, Agra","Ideally located in Agra, D’ Seasons Hotels & Restaurant by WB Inn offers air-conditioned rooms, a terrace and free WiFi.",,,
The Taj Angel Home Stay By WB Inn,Agra,Travel Sustainable property,,,
Hotel Four Apple By Proovi Enterpriese by WB Inn,Agra,Travel Sustainable property,,,
The Shriansh by WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
Hotel Delux Inn By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
Hotel Mohan by WB INN,Agra,"Featuring 1-star accommodation, Hotel Mohan by WB INN is situated in Agra, 7.3 km from Agra Cantonment and 11 km from Taj Mahal. This 1-star hotel has air-conditioned rooms with a private bathroom.",,,
HOTEL THE LOTUS PETAL,"Taj Ganj, Agra","Located in Agra, 3.3 km from Taj Mahal, HOTEL THE LOTUS PETAL provides accommodation with a garden, free private parking, a terrace and a restaurant.",,,
Sagun Residency,Agra,"Set in Agra, 2.7 km from Taj Mahal, Sagun Residency offers accommodation with a terrace, free private parking and a restaurant.",,,
OYO Hotel The Orient Tree,Agra,"Featuring 3-star accommodation, OYO Hotel The Orient Tree is set in Agra, 2.2 km from Taj Mahal and 7.3 km from Agra Cantonment.",Review score,3.4,5 reviews
Coral Country Homestay,Agra,"Featuring a garden, a shared lounge, and a terrace, Coral Country Homestay provides accommodation in Agra with free WiFi and city views.",Exceptional,9.6,53 reviews
Lucky Restaurant & Guest House,"Taj Ganj, Agra",Travel Sustainable property,Good,7.1,180 reviews
Agra Paying Guest House,"Taj Ganj, Agra",Travel Sustainable property,Review score,4.8,9 reviews
Hotel Ravi Agra,Agra,"Situated 3.2 km from Taj Mahal, Hotel Ravi Agra offers 2-star accommodation in Agra and has a terrace.",Review score,6.7,62 reviews
Goverdhan Hotel,Agra,"Located in Agra, 6.6 km from Agra Cantonment, Goverdhan Hotel provides accommodation with a terrace, free private parking and a restaurant.",Review score,5.2,13 reviews
Hotel Priya,Agra,Hotel Priya is situated just opposite Shanti Mangalick Hospital in Agra. It houses a business centre and an open-air garden restaurant offering views of the Taj Mahal. Free parking is provided.,Review score,6.5,18 reviews
OYO Hotel Rajni Guest House,"Taj Ganj, Agra","Set in Agra, 3.1 km from Taj Mahal, OYO Hotel Rajni Guest House offers air-conditioned rooms and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.",Review score,6,1 review
SPOT ON Om Hotel & Restaurant,Agra,"11 km from Taj Mahal, SPOT ON Om Hotel & Restaurant is located in Agra and provides air-conditioned rooms. This 3-star hotel offers room service, a 24-hour front desk and free WiFi.",,,
Hotel Taj Allish By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
SOURAV PARK INN,Agra,Travel Sustainable property,Review score,1,1 review
Hotel Ambika Palace,"Taj Ganj, Agra","Ideally set in the centre of Agra, Hotel Ambika Palace offers air-conditioned rooms with free private parking and room service.",,,
Aradhana's Home Stay,"Taj Ganj, Agra","Set 3.9 km from Taj Mahal and 5.5 km from Agra Cantonment in the centre of Agra, Aradhana's Home Stay offers accommodation with free WiFi and free private parking.",Superb,9,2 reviews
The Orchid Villa,Agra,Travel Sustainable property,Fabulous,8.8,55 reviews
hotel 03 town house inn,"Taj Ganj, Agra","Hotel 03 town house inn features rooms with private balconies in the centre of Agra. Featuring a restaurant, this 2-star hotel has air-conditioned rooms with a private bathroom.",Exceptional,10,2 reviews
Tribal Hostel,"Taj Ganj, Agra","Set in Agra in the Uttar Pradesh region with Jaypee Convention Centre nearby, Tribal Hostel offers accommodation with free private parking. A fridge and kettle are also offered.",Review score,2,1 review
Hotel Big Bell by WB INN,Agra,Travel Sustainable property,,,
Riddhee Siddhee,Agra,"2.6 km from Taj Mahal, OYO 11608 Riddhee Siddhee is situated in Agra and provides air-conditioned rooms with free WiFi.",,,
Hotel Kanha Continental By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
The Shriansh by WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
Deluxe stay near the epic Tajmahal,"Taj Ganj, Agra","Set in Agra, Uttar Pradesh region, Deluxe stay near the epic Tajmahal is located 2.2 km from Taj Mahal. The property is situated 2.8 km from Mehtab Bagh. The accommodation offers a 24-hour front desk....",,,
Hotel M Agra,Agra,"Set in Agra, 11 km from Taj Mahal, Hotel M Agra offers accommodation with a garden, free private parking, a terrace and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.",Good,7,1 review
Hotel Taj Prince By WB Inn,"Taj Ganj, Agra","Well set in the Taj Ganj district of Agra, Hotel Taj Prince By WB Inn is located 8.1 km from Agra Cantonment, 6.5 km from Agra Fort and 6.6 km from Jama Masjid.",,,
Hotel Delux Inn By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
D’ Seasons Hotels & Restaurant by WB Inn,"Taj Ganj, Agra","Ideally located in Agra, D’ Seasons Hotels & Restaurant by WB Inn offers air-conditioned rooms, a terrace and free WiFi.",,,
Hotel Four Apple By Proovi Enterpriese by WB Inn,Agra,Travel Sustainable property,,,
"Hotel Taj Plaza, VIP Road, Agra",Agra,"Taj Plaza is a 5-minute walk from the Taj Mahal, some of its rooms offer views of the mausoleum. The hotel also provides free private parking and a rooftop cafe.",Review score,3.6,17 reviews
Aagaman Homestay,"Taj Ganj, Agra","Right in the centre of Agra, situated around 3.1 km from Taj Mahal, Aagaman Homestay offers free WiFi, air conditioning, and household amenities such as Coffee machine and a fridge.",Good,7.3,4 reviews
Hotel Taj Heritage By WB Inn,Agra,"Hotel Taj Heritage By WB Inn is situated in Agra, 2.7 km from Taj Mahal and 7.4 km from Agra Cantonment.",,,
FabHotel Sirtaj Suites,"Taj Ganj, Agra",Travel Sustainable property,Review score,1,1 review
Aashadeep,Agra,"Featuring 3-star accommodation, Aashadeep is located in Agra, 7.7 km from Agra Cantonment and 8.4 km from Taj Mahal. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",,,
Chefs Home Stay By WB Inn,Agra,Chefs Home Stay By WB Inn features free WiFi throughout the property and rooms with air conditioning in Agra.,,,
Toran Guest House By WB Inn,Agra,"Located within 7.8 km of Taj Mahal and 8.5 km of Agra Cantonment, Toran Guest House By WB Inn offers rooms in Agra.",,,
Hotel Aaradhya Residency,Agra,"Featuring 3-star accommodation, Hotel Aaradhya Residency is set in Agra, 4.8 km from Taj Mahal and 6.6 km from Agra Cantonment. This 3-star hotel offers room service and a 24-hour front desk.",,,
Delux Plaza By WB Inn,Agra,"Offering free WiFi throughout the property, Delux Plaza By WB Inn is set in Agra, 2.2 km from Taj Mahal and 7.1 km from Agra Cantonment.",,,
"Hotel Taj Plaza, VIP Road, Agra",Agra,"Taj Plaza is a 5-minute walk from the Taj Mahal, some of its rooms offer views of the mausoleum. The hotel also provides free private parking and a rooftop cafe.",Review score,3.6,17 reviews
The Shriansh by WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
"Hotel D R Residency, Agra","Rakabganj, Agra","Situated in Agra, within 3.3 km of Agra Cantonment and 4.2 km of Taj Mahal, Hotel D R Residency, Agra features accommodation with a terrace and as well as free private parking for guests who drive.",Exceptional,10,1 review
Hotel Taj Sarovar By WB Inn,Agra,Travel Sustainable property,,,
Hotel Ravi Agra,Agra,"Situated 3.2 km from Taj Mahal, Hotel Ravi Agra offers 2-star accommodation in Agra and has a terrace.",Review score,6.7,62 reviews
Hotel Priya,Agra,Hotel Priya is situated just opposite Shanti Mangalick Hospital in Agra. It houses a business centre and an open-air garden restaurant offering views of the Taj Mahal. Free parking is provided.,Review score,6.5,18 reviews
Aradhana's Home Stay,"Taj Ganj, Agra","Set 3.9 km from Taj Mahal and 5.5 km from Agra Cantonment in the centre of Agra, Aradhana's Home Stay offers accommodation with free WiFi and free private parking.",Superb,9,2 reviews
Capital O Hotel Nouva,"Sanjay Place, Agra","Featuring 3-star accommodation, Capital O Hotel Nouva is set in Agra, 6.8 km from Agra Cantonment and 7 km from Taj Mahal.",Review score,4.8,8 reviews
Treebo Trend S G Grand,"Taj Ganj, Agra","Attractively situated in Agra, Treebo Trend S G Grand features air-conditioned rooms, a restaurant, free WiFi and a bar. This 3-star hotel offers room service and a 24-hour front desk.",Review score,5.3,89 reviews
Hotel Prashant By WB Inn,Agra,Travel Sustainable property,,,
OYO Hotel The Orient Tree,Agra,"Featuring 3-star accommodation, OYO Hotel The Orient Tree is set in Agra, 2.2 km from Taj Mahal and 7.3 km from Agra Cantonment.",Review score,3.4,5 reviews
Hotel Big Bell by WB INN,Agra,Travel Sustainable property,,,
hotel 03 town house inn,"Taj Ganj, Agra","Hotel 03 town house inn features rooms with private balconies in the centre of Agra. Featuring a restaurant, this 2-star hotel has air-conditioned rooms with a private bathroom.",Exceptional,10,2 reviews
Deluxe stay near the epic Tajmahal,"Taj Ganj, Agra","Set in Agra, Uttar Pradesh region, Deluxe stay near the epic Tajmahal is located 2.2 km from Taj Mahal. The property is situated 2.8 km from Mehtab Bagh. The accommodation offers a 24-hour front desk....",,,
Hotel M Agra,Agra,"Set in Agra, 11 km from Taj Mahal, Hotel M Agra offers accommodation with a garden, free private parking, a terrace and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.",Good,7,1 review
Aradhanas Home Stay Near Taj Mahal,"Taj Ganj, Agra","Set in the centre of Agra, 3.3 km from Taj Mahal and 6.3 km from Agra Cantonment, Aradhanas Home Stay Near Taj Mahal offers accommodation with free WiFi, air conditioning and access to a garden with a...",,,
Hotel M House By WB Inn,"Taj Ganj, Agra",Hotel M House By WB Inn features air-conditioned rooms with flat-screen TV in the Taj Ganj district of Agra.,,,
OYO Garden Inn,"Taj Ganj, Agra",OYO Garden Inn features air-conditioned rooms with TV in the Taj Ganj district of Agra. This 3-star hotel offers room service and a 24-hour front desk.,,,
Aashadeep,Agra,"Featuring 3-star accommodation, Aashadeep is located in Agra, 7.7 km from Agra Cantonment and 8.4 km from Taj Mahal. With free WiFi, this 3-star hotel offers room service and a 24-hour front desk.",,,
Light House Agra by Park Tree,"Taj Ganj, Agra",Travel Sustainable property,Review score,5.4,23 reviews
Hotel Kanha Continental By WB Inn,"Taj Ganj, Agra",Travel Sustainable property,,,
Riddhee Siddhee,Agra,"2.6 km from Taj Mahal, OYO 11608 Riddhee Siddhee is situated in Agra and provides air-conditioned rooms with free WiFi.",,,
Nature Resort,Agra,"Nature Resort in Agra features a garden and a terrace. The accommodation offers a 24-hour front desk. It features free WiFi and parking, pets are allowed for free in the accommodation.",Review score,6.9,38 reviews
Aagaman Homestay,"Taj Ganj, Agra","Right in the centre of Agra, situated around 3.1 km from Taj Mahal, Aagaman Homestay offers free WiFi, air conditioning, and household amenities such as Coffee machine and a fridge.",Good,7.3,4 reviews
